,Equation Number,Equation Output
67,88,"(1 + -2x) = (-3)
 | None-2x = (-4) | {sub~eval~comm}~{assoc~eval~add0} {$~0.1~0.0.0}~{0.0~0.0.1~0.0}, {1~((-3) - 1)~(1 + -2x)}~{((-2x + 1) - 1)~(1 - 1)~(-2x + 0)}x = 2 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~((-4) / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
68,89,"(-1x + 2) = (3 + -4x)
 | None(-1x + 2) = (-4x + 3) | comm 0.1, (3 + -4x)((-1x + 2) - 2) = ((-4x + 3) - 2) | sub 2-1x = ((-4x + 3) - 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((-1x + 2) - 2)~(2 - 2)~(-1x + 0)-1x = (-4x + (3 - 2)) | assoc 0.1, ((-4x + 3) - 2)3x = ((3 - 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -4x~(-1x - -4x)~(-4x + (3 - 2))~(((3 - 2) + -4x) - -4x)~(-4x - -4x)~((-1) - (-4))3x = 1 | eval~eval 0.1.0~0.1, (3 - 2)~(1 + 0)x = [1/3] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 3~(1 / 3)~3x~((x * 3) / 3)~(3 / 3)~(x * 1)"
69,90,"1 = (2x + (-3))
 | None(2x + (-3)) = 1 | refl2x = 4 | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, (-3)~{((2x + (-3)) - (-3))~((-3) - (-3))~(1 - (-3))~(2x + 0)}x = 2 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~(4 / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
70,92,"(-1x + 2) = (3x + 4)
 | None((-1x + 2) - 2) = ((3x + 4) - 2) | sub 2-1x = ((3x + 4) - 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((-1x + 2) - 2)~(2 - 2)~(-1x + 0)-1x = (3x + (4 - 2)) | assoc 0.1, ((3x + 4) - 2)-4x = ((4 - 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(-1x - 3x)~(3x + (4 - 2))~(((4 - 2) + 3x) - 3x)~(3x - 3x)~((-1) - 3)-4x = 2 | eval~eval 0.1.0~0.1, (4 - 2)~(2 + 0)x = ([-1/2]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-4)~(2 / (-4))~-4x~((x * (-4)) / (-4))~((-4) / (-4))~(x * 1)"
71,93,"(1x - -2x) = (-3)
 | None((1 - (-2)) * x) = (-3) | dist 0.0, (1x - -2x)3x = (-3) | eval 0.0.0, (1 - (-2))x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 3~((-3) / 3)~3x~((x * 3) / 3)~(3 / 3)~(x * 1)"
72,94,"(-1x + 2) = 3
 | None-1x = 1 | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, 2~{((-1x + 2) - 2)~(2 - 2)~(3 - 2)~(-1x + 0)}x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-1)~(1 / (-1))~-1x~((x * (-1)) / (-1))~((-1) / (-1))~(x * 1)"
73,95,"(1 + -2x) = (3 + 4x)
 | None(-2x + 1) = (3 + 4x) | comm 0.0, (1 + -2x)(-2x + 1) = (4x + 3) | comm 0.1, (3 + 4x)((-2x + 1) - 1) = ((4x + 3) - 1) | sub 1-2x = ((4x + 3) - 1) | assoc~eval~add0 0.0~0.0.1~0.0, ((-2x + 1) - 1)~(1 - 1)~(-2x + 0)-2x = (4x + (3 - 1)) | assoc 0.1, ((4x + 3) - 1)-6x = ((3 - 1) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 4x~(-2x - 4x)~(4x + (3 - 1))~(((3 - 1) + 4x) - 4x)~(4x - 4x)~((-2) - 4)-6x = 2 | eval~eval 0.1.0~0.1, (3 - 1)~(2 + 0)x = ([-1/3]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-6)~(2 / (-6))~-6x~((x * (-6)) / (-6))~((-6) / (-6))~(x * 1)"
74,96,"(-1) = ((2x + 3x) - 4)
 | None((2x + 3x) - 4) = (-1) | refl(2x + 3x) = 3 | {add~eval~comm~assoc~comm}~{assoc~eval~add0} {$~0.1~0.0~0.0~0.0.0}~{0.0~0.0.1~0.0}, {4~((-1) + 4)~(((2x + 3x) - 4) + 4)~(4 + ((2x + 3x) - 4))~(4 + (2x + 3x))}~{(((2x + 3x) + 4) - 4)~(4 - 4)~((2x + 3x) + 0)}((2 + 3) * x) = 3 | dist 0.0, (2x + 3x)5x = 3 | eval 0.0.0, (2 + 3)x = [3/5] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 5~(3 / 5)~5x~((x * 5) / 5)~(5 / 5)~(x * 1)"
75,97,"((-1x - 2) - 3x) = (-4)
 | None((-1x + (-2)) - 3x) = (-4) | subsub 0.0.0, (-1x - 2)((-1x + (-2)) + -3x) = (-4) | subsub 0.0, ((-1x + (-2)) - 3x)((-3x + (-1x + (-2))) - (-4)) = 0 | sub~eval~comm $~0.1~0.0.0, (-4)~((-4) - (-4))~((-1x + (-2)) + -3x)(-3x + ((-1x + (-2)) - (-4))) = 0 | assoc 0.0, ((-3x + (-1x + (-2))) - (-4))(-3x + (-1x + ((-2) - (-4)))) = 0 | assoc 0.0.1, ((-1x + (-2)) - (-4))((-3x + -1x) + ((-2) - (-4))) = 0 | assoc 0.0, (-3x + (-1x + ((-2) - (-4))))((((-3) + (-1)) * x) + ((-2) - (-4))) = 0 | dist 0.0.0, (-3x + -1x)(-4x + ((-2) - (-4))) = 0 | eval 0.0.0.0, ((-3) + (-1))(-4x + 2) = 0 | eval 0.0.1, ((-2) - (-4))-4x = (-2) | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, 2~{((-4x + 2) - 2)~(2 - 2)~(0 - 2)~(-4x + 0)}x = [1/2] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-4)~((-2) / (-4))~-4x~((x * (-4)) / (-4))~((-4) / (-4))~(x * 1)"
76,98,"-1x = ((-2) - 3)
 | None-1x = (-5) | eval 0.1, ((-2) - 3)x = 5 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-1)~((-5) / (-1))~-1x~((x * (-1)) / (-1))~((-1) / (-1))~(x * 1)"
77,100,"x = (((-1) + 2) / 3)
 | Nonex = [1/3] | eval~eval 0.1.0~0.1, ((-1) + 2)~(1 / 3)"
78,101,"((1 + 2x) - 3) = -4x
 | None-4x = ((1 + 2x) - 3) | refl-4x = ((2x + 1) - 3) | comm 0.1.0, (1 + 2x)-4x = (2x + (1 - 3)) | assoc 0.1, ((2x + 1) - 3)-6x = ((1 - 3) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 2x~(-4x - 2x)~(2x + (1 - 3))~(((1 - 3) + 2x) - 2x)~(2x - 2x)~((-4) - 2)-6x = (-2) | eval~eval 0.1.0~0.1, (1 - 3)~((-2) + 0)x = [1/3] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-6)~((-2) / (-6))~-6x~((x * (-6)) / (-6))~((-6) / (-6))~(x * 1)"
79,102,"-1x = ((2 / x) * x)
 | None-1x = (x * (2 / x)) | comm 0.1, ((2 / x) * x)(x * (2 / x)) = -1x | refl((x * (2 / x)) * (-1)) = (-1x * (-1)) | mul (-1)(x * ((2 / x) * (-1))) = (-1x * (-1)) | assoc 0.0, ((x * (2 / x)) * (-1))(x * ((2 / x) * (-1))) = ((-1) * -1x) | comm 0.1, (-1x * (-1))(x * ((2 / x) * (-1))) = (((-1) * (-1)) * x) | assoc 0.1, ((-1) * -1x)((x * (2 / x)) * (-1)) = (((-1) * (-1)) * x) | assoc 0.0, (x * ((2 / x) * (-1)))(((-1) * (-1)) * x) = ((x * (2 / x)) * (-1)) | refl(((-1) * (-1)) * x) = ((-1) * (x * (2 / x))) | comm 0.1, ((x * (2 / x)) * (-1))(((-1) * (-1)) * x) = (-1x * (2 / x)) | assoc 0.1, ((-1) * (x * (2 / x)))(((-1) * (-1)) * x) = ((-1x * 2) / x) | assoc 0.1, (-1x * (2 / x))(((-1) * (-1)) * x) = ((2 * -1x) / x) | comm 0.1.0, (-1x * 2)(((-1) * (-1)) * x) = (((2 * (-1)) * x) / x) | assoc 0.1.0, (2 * -1x)(((-1) * (-1)) * x) = ((2 * (-1)) * (x / x)) | assoc 0.1, (((2 * (-1)) * x) / x)(((-1) * (-1)) * x) = ((2 * (-1)) * 1) | div_self 0.1.1, (x / x)1x = ((2 * (-1)) * 1) | eval 0.0.0, ((-1) * (-1))1x = (-2) | eval~eval 0.1.0~0.1, (2 * (-1))~((-2) * 1)x = (-2) | mul1 0.0, 1x"
80,103,"((-1) - 2) = (3x - 4x)
 | None((-1) - 2) = ((3 - 4) * x) | dist 0.1, (3x - 4x)((3 - 4) * x) = ((-1) - 2) | refl-1x = ((-1) - 2) | eval 0.0.0, (3 - 4)-1x = (-3) | eval 0.1, ((-1) - 2)x = 3 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-1)~((-3) / (-1))~-1x~((x * (-1)) / (-1))~((-1) / (-1))~(x * 1)"
81,105,"1x = 2
 | Nonex = 2 | mul1 0.0, 1x"
82,106,"(1 - 2) = 3x
 | None3x = (1 - 2) | refl3x = (-1) | eval 0.1, (1 - 2)x = ([-1/3]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 3~((-1) / 3)~3x~((x * 3) / 3)~(3 / 3)~(x * 1)"
83,107,"(1x + 2) = ((-3) + 4x)
 | None(1x + 2) = (4x + (-3)) | comm 0.1, ((-3) + 4x)((1x + 2) - 2) = ((4x + (-3)) - 2) | sub 21x = ((4x + (-3)) - 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((1x + 2) - 2)~(2 - 2)~(1x + 0)1x = (4x + ((-3) - 2)) | assoc 0.1, ((4x + (-3)) - 2)-3x = (((-3) - 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 4x~(1x - 4x)~(4x + ((-3) - 2))~((((-3) - 2) + 4x) - 4x)~(4x - 4x)~(1 - 4)-3x = (-5) | eval~eval 0.1.0~0.1, ((-3) - 2)~((-5) + 0)x = [5/3] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-3)~((-5) / (-3))~-3x~((x * (-3)) / (-3))~((-3) / (-3))~(x * 1)"
84,108,"(-1x + 2) = ((-3) + -4x)
 | None((-1x + 2) - 2) = (((-3) + -4x) - 2) | sub 2((-1x + 2) - 2) = ((-4x + (-3)) - 2) | comm 0.1.0, ((-3) + -4x)-1x = ((-4x + (-3)) - 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((-1x + 2) - 2)~(2 - 2)~(-1x + 0)-1x = (-4x + ((-3) - 2)) | assoc 0.1, ((-4x + (-3)) - 2)3x = (((-3) - 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -4x~(-1x - -4x)~(-4x + ((-3) - 2))~((((-3) - 2) + -4x) - -4x)~(-4x - -4x)~((-1) - (-4))3x = (-5) | eval~eval 0.1.0~0.1, ((-3) - 2)~((-5) + 0)x = ([-5/3]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 3~((-5) / 3)~3x~((x * 3) / 3)~(3 / 3)~(x * 1)"
85,109,"((-1) + 2) = 3x
 | None3x = ((-1) + 2) | refl3x = 1 | eval 0.1, ((-1) + 2)x = [1/3] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 3~(1 / 3)~3x~((x * 3) / 3)~(3 / 3)~(x * 1)"
86,110,"((-1) + -2x) = (3 + 4x)
 | None(-2x + (-1)) = (3 + 4x) | comm 0.0, ((-1) + -2x)(-2x + (-1)) = (4x + 3) | comm 0.1, (3 + 4x)((-2x + (-1)) - (-1)) = ((4x + 3) - (-1)) | sub (-1)-2x = ((4x + 3) - (-1)) | assoc~eval~add0 0.0~0.0.1~0.0, ((-2x + (-1)) - (-1))~((-1) - (-1))~(-2x + 0)-2x = (4x + (3 - (-1))) | assoc 0.1, ((4x + 3) - (-1))-6x = ((3 - (-1)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 4x~(-2x - 4x)~(4x + (3 - (-1)))~(((3 - (-1)) + 4x) - 4x)~(4x - 4x)~((-2) - 4)-6x = 4 | eval~eval 0.1.0~0.1, (3 - (-1))~(4 + 0)x = ([-2/3]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-6)~(4 / (-6))~-6x~((x * (-6)) / (-6))~((-6) / (-6))~(x * 1)"
87,111,"-1x = (2 + 3)
 | None-1x = 5 | eval 0.1, (2 + 3)x = (-5) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-1)~(5 / (-1))~-1x~((x * (-1)) / (-1))~((-1) / (-1))~(x * 1)"
88,112,"((-1) + 2x) = ((-3) + 4x)
 | None(2x + (-1)) = ((-3) + 4x) | comm 0.0, ((-1) + 2x)((2x + (-1)) - (-1)) = (((-3) + 4x) - (-1)) | sub (-1)((2x + (-1)) - (-1)) = ((4x + (-3)) - (-1)) | comm 0.1.0, ((-3) + 4x)2x = ((4x + (-3)) - (-1)) | assoc~eval~add0 0.0~0.0.1~0.0, ((2x + (-1)) - (-1))~((-1) - (-1))~(2x + 0)2x = (4x + ((-3) - (-1))) | assoc 0.1, ((4x + (-3)) - (-1))-2x = (((-3) - (-1)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 4x~(2x - 4x)~(4x + ((-3) - (-1)))~((((-3) - (-1)) + 4x) - 4x)~(4x - 4x)~(2 - 4)-2x = (-2) | eval~eval 0.1.0~0.1, ((-3) - (-1))~((-2) + 0)x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~((-2) / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
89,113,"(1 + 2x) = 3
 | None2x = 2 | {sub~eval~comm}~{assoc~eval~add0} {$~0.1~0.0.0}~{0.0~0.0.1~0.0}, {1~(3 - 1)~(1 + 2x)}~{((2x + 1) - 1)~(1 - 1)~(2x + 0)}x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~(2 / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
90,115,"((-1) + 2x) = (-3)
 | None2x = (-2) | {sub~eval~comm}~{assoc~eval~add0} {$~0.1~0.0.0}~{0.0~0.0.1~0.0}, {(-1)~((-3) - (-1))~((-1) + 2x)}~{((2x + (-1)) - (-1))~((-1) - (-1))~(2x + 0)}x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~((-2) / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
91,116,"(1 + 2x) = (-3x + 4)
 | None(2x + 1) = (-3x + 4) | comm 0.0, (1 + 2x)((2x + 1) - 1) = ((-3x + 4) - 1) | sub 12x = ((-3x + 4) - 1) | assoc~eval~add0 0.0~0.0.1~0.0, ((2x + 1) - 1)~(1 - 1)~(2x + 0)2x = (-3x + (4 - 1)) | assoc 0.1, ((-3x + 4) - 1)5x = ((4 - 1) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -3x~(2x - -3x)~(-3x + (4 - 1))~(((4 - 1) + -3x) - -3x)~(-3x - -3x)~(2 - (-3))5x = 3 | eval~eval 0.1.0~0.1, (4 - 1)~(3 + 0)x = [3/5] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 5~(3 / 5)~5x~((x * 5) / 5)~(5 / 5)~(x * 1)"
92,118,"-1x = ((-2) + x)
 | None-1x = (x + (-2)) | comm 0.1, ((-2) + x)(x + (-2)) = -1x | refl((x + (-2)) - (-2)) = (-1x - (-2)) | sub (-2)x = (-1x - (-2)) | assoc~eval~add0 0.0~0.0.1~0.0, ((x + (-2)) - (-2))~((-2) - (-2))~(x + 0)x = (-1x + 2) | subsub 0.1, (-1x - (-2))(x * 2) = ((-1x + 2) * 2) | mul 2(x * 2) = ((-1x * 2) + (2 * 2)) | dist 0.1, ((-1x + 2) * 2)2x = ((-1x * 2) + (2 * 2)) | comm 0.0, (x * 2)2x = ((2 * -1x) + (2 * 2)) | comm 0.1.0, (-1x * 2)2x = (((2 * (-1)) * x) + (2 * 2)) | assoc 0.1.0, (2 * -1x)2x = (-2x + (2 * 2)) | eval 0.1.0.0, (2 * (-1))4x = ((2 * 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -2x~(2x - -2x)~(-2x + (2 * 2))~(((2 * 2) + -2x) - -2x)~(-2x - -2x)~(2 - (-2))4x = 4 | eval~eval 0.1.0~0.1, (2 * 2)~(4 + 0)x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 4~(4 / 4)~4x~((x * 4) / 4)~(4 / 4)~(x * 1)"
93,119,"(-1x + 2) = 3x
 | None3x = (-1x + 2) | refl4x = (2 + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -1x~(3x - -1x)~(-1x + 2)~((2 + -1x) - -1x)~(-1x - -1x)~(3 - (-1))4x = 2 | eval 0.1, (2 + 0)x = [1/2] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 4~(2 / 4)~4x~((x * 4) / 4)~(4 / 4)~(x * 1)"
94,120,"1 = (2 + 3x)
 | None1 = (3x + 2) | comm 0.1, (2 + 3x)(3x + 2) = 1 | refl3x = (-1) | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, 2~{((3x + 2) - 2)~(2 - 2)~(1 - 2)~(3x + 0)}x = ([-1/3]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 3~((-1) / 3)~3x~((x * 3) / 3)~(3 / 3)~(x * 1)"
95,121,"(1x - 2) = ((-3) + 4x)
 | None((1x - 2) + 2) = (((-3) + 4x) + 2) | add 2((1x + (-2)) + 2) = (((-3) + 4x) + 2) | subsub 0.0.0, (1x - 2)1x = (((-3) + 4x) + 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((1x + (-2)) + 2)~((-2) + 2)~(1x + 0)1x = ((4x + (-3)) + 2) | comm 0.1.0, ((-3) + 4x)1x = (4x + ((-3) + 2)) | assoc 0.1, ((4x + (-3)) + 2)-3x = (((-3) + 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 4x~(1x - 4x)~(4x + ((-3) + 2))~((((-3) + 2) + 4x) - 4x)~(4x - 4x)~(1 - 4)-3x = (-1) | eval~eval 0.1.0~0.1, ((-3) + 2)~((-1) + 0)x = [1/3] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-3)~((-1) / (-3))~-3x~((x * (-3)) / (-3))~((-3) / (-3))~(x * 1)"
96,122,"-1x = (((-2) + 3x) + 4)
 | None-1x = ((3x + (-2)) + 4) | comm 0.1.0, ((-2) + 3x)-1x = (3x + ((-2) + 4)) | assoc 0.1, ((3x + (-2)) + 4)-4x = (((-2) + 4) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(-1x - 3x)~(3x + ((-2) + 4))~((((-2) + 4) + 3x) - 3x)~(3x - 3x)~((-1) - 3)-4x = 2 | eval~eval 0.1.0~0.1, ((-2) + 4)~(2 + 0)x = ([-1/2]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-4)~(2 / (-4))~-4x~((x * (-4)) / (-4))~((-4) / (-4))~(x * 1)"
97,123,"(-1) = ((-2) + 3x)
 | None(-1) = (3x + (-2)) | comm 0.1, ((-2) + 3x)(3x + (-2)) = (-1) | refl3x = 1 | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, (-2)~{((3x + (-2)) - (-2))~((-2) - (-2))~((-1) - (-2))~(3x + 0)}x = [1/3] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 3~(1 / 3)~3x~((x * 3) / 3)~(3 / 3)~(x * 1)"
98,124,"(1x + 2) = (-3)
 | Nonex = (-5) | sub~{assoc~eval~eval~add0}~mul1 $~{0.0~0.0.1~0.1~0.0}~0.0, 2~{((1x + 2) - 2)~(2 - 2)~((-3) - 2)~(1x + 0)}~1x"
99,126,"(1x + 2) = (-3x + (-4))
 | None((1x + 2) - 2) = ((-3x + (-4)) - 2) | sub 21x = ((-3x + (-4)) - 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((1x + 2) - 2)~(2 - 2)~(1x + 0)1x = (-3x + ((-4) - 2)) | assoc 0.1, ((-3x + (-4)) - 2)4x = (((-4) - 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -3x~(1x - -3x)~(-3x + ((-4) - 2))~((((-4) - 2) + -3x) - -3x)~(-3x - -3x)~(1 - (-3))4x = (-6) | eval~eval 0.1.0~0.1, ((-4) - 2)~((-6) + 0)x = ([-3/2]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 4~((-6) / 4)~4x~((x * 4) / 4)~(4 / 4)~(x * 1)"
100,128,"(-1x + 2) = (3 + 4x)
 | None(-1x + 2) = (4x + 3) | comm 0.1, (3 + 4x)((-1x + 2) - 2) = ((4x + 3) - 2) | sub 2-1x = ((4x + 3) - 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((-1x + 2) - 2)~(2 - 2)~(-1x + 0)-1x = (4x + (3 - 2)) | assoc 0.1, ((4x + 3) - 2)-5x = ((3 - 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 4x~(-1x - 4x)~(4x + (3 - 2))~(((3 - 2) + 4x) - 4x)~(4x - 4x)~((-1) - 4)-5x = 1 | eval~eval 0.1.0~0.1, (3 - 2)~(1 + 0)x = ([-1/5]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-5)~(1 / (-5))~-5x~((x * (-5)) / (-5))~((-5) / (-5))~(x * 1)"
101,129,"1 = (2x - 3x)
 | None1 = ((2 - 3) * x) | dist 0.1, (2x - 3x)((2 - 3) * x) = 1 | refl-1x = 1 | eval 0.0.0, (2 - 3)x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-1)~(1 / (-1))~-1x~((x * (-1)) / (-1))~((-1) / (-1))~(x * 1)"
102,131,"(1 - 2x) = -3x
 | None-3x = (1 - 2x) | refl-3x = (1 + -2x) | subsub 0.1, (1 - 2x)-3x = (-2x + 1) | comm 0.1, (1 + -2x)-1x = (1 + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -2x~(-3x - -2x)~(-2x + 1)~((1 + -2x) - -2x)~(-2x - -2x)~((-3) - (-2))-1x = 1 | eval 0.1, (1 + 0)x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-1)~(1 / (-1))~-1x~((x * (-1)) / (-1))~((-1) / (-1))~(x * 1)"
103,133,"x = ((1 + 2) / 3)
 | Nonex = 1 | eval~eval 0.1.0~0.1, (1 + 2)~(3 / 3)"
104,134,"(-1) = ((-2) + -3x)
 | None((-2) + -3x) = (-1) | refl-3x = 1 | {sub~eval~comm}~{assoc~eval~add0} {$~0.1~0.0.0}~{0.0~0.0.1~0.0}, {(-2)~((-1) - (-2))~((-2) + -3x)}~{((-3x + (-2)) - (-2))~((-2) - (-2))~(-3x + 0)}x = ([-1/3]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-3)~(1 / (-3))~-3x~((x * (-3)) / (-3))~((-3) / (-3))~(x * 1)"
105,135,"(1 + (2 / x)) = 3
 | None(2 / x) = 2 | {sub~eval~comm}~{assoc~eval~add0} {$~0.1~0.0.0}~{0.0~0.0.1~0.0}, {1~(3 - 1)~(1 + (2 / x))}~{(((2 / x) + 1) - 1)~(1 - 1)~((2 / x) + 0)}((2 / x) * 2) = (2 * 2) | mul 2(2 * (2 / x)) = (2 * 2) | comm 0.0, ((2 / x) * 2)(2 * 2) = (2 * (2 / x)) | refl(2 * 2) = ((2 * 2) / x) | assoc 0.1, (2 * (2 / x))((2 * 2) * x) = (((2 * 2) / x) * x) | mul x((2 * 2) * x) = (x * ((2 * 2) / x)) | comm 0.1, (((2 * 2) / x) * x)(x * ((2 * 2) / x)) = ((2 * 2) * x) | refl(x * (2 * (2 / x))) = ((2 * 2) * x) | assoc 0.0.1, ((2 * 2) / x)((x * 2) * (2 / x)) = ((2 * 2) * x) | assoc 0.0, (x * (2 * (2 / x)))(2x * (2 / x)) = ((2 * 2) * x) | comm 0.0.0, (x * 2)((2 * 2) * x) = (2x * (2 / x)) | refl4x = (2x * (2 / x)) | eval 0.0.0, (2 * 2)4x = ((x * 2) * (2 / x)) | comm 0.1.0, 2x4x = (((x * 2) * 2) / x) | assoc 0.1, ((x * 2) * (2 / x))4x = ((x * (2 * 2)) / x) | assoc 0.1.0, ((x * 2) * 2)4x = (((2 * 2) * x) / x) | comm 0.1.0, (x * (2 * 2))4x = ((2 * 2) * (x / x)) | assoc 0.1, (((2 * 2) * x) / x)4x = ((2 * 2) * 1) | div_self 0.1.1, (x / x)4x = 4 | eval~eval 0.1.0~0.1, (2 * 2)~(4 * 1)x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 4~(4 / 4)~4x~((x * 4) / 4)~(4 / 4)~(x * 1)"
